joint,values,upper,Sample_Name,OTU,signif
Trioza_vitreoradiata-SV333_f__Comamonadaceae,-9.295333456929272,-9.258964282582253,Trioza_vitreoradiata,SV333_f__Comamonadaceae,0
Trioza_sp_D-SV333_f__Comamonadaceae,-9.409634444659053,-9.373407082771662,Trioza_sp_D,SV333_f__Comamonadaceae,0
Trioza_irregularis-SV333_f__Comamonadaceae,-10.57113325203375,-10.533358288716093,Trioza_irregularis,SV333_f__Comamonadaceae,0
Trioza_PRICES_VALLEY-SV334_Methyloversatilis,-18.721877024939896,-18.668605320655068,Trioza_PRICES_VALLEY,SV334_Methyloversatilis,1
Trioza_doryphora-SV335_Sulfuritalea,-10.725308705165538,-10.706011000033474,Trioza_doryphora,SV335_Sulfuritalea,0
Trioza_subacuta-SV335_Sulfuritalea,-10.843461622228528,-10.823220956146493,Trioza_subacuta,SV335_Sulfuritalea,0
Trioza_bifida-SV335_Sulfuritalea,-11.10715719538958,-11.081373868251125,Trioza_bifida,SV335_Sulfuritalea,0
Trioza_acuta_B-SV335_Sulfuritalea,-11.308520021082105,-11.283469616443377,Trioza_acuta_B,SV335_Sulfuritalea,0
Trioza_decurvata-SV335_Sulfuritalea,-11.10307842925969,-11.080625688388407,Trioza_decurvata,SV335_Sulfuritalea,0
Trioza_colorata-SV335_Sulfuritalea,-12.009381028455422,-11.984264008476048,Trioza_colorata,SV335_Sulfuritalea,0
Trioza_falcata-SV335_Sulfuritalea,-11.521625653629277,-11.491687342212227,Trioza_falcata,SV335_Sulfuritalea,0
Trioza_discariae-SV335_Sulfuritalea,-10.352201451396825,-10.323526647713301,Trioza_discariae,SV335_Sulfuritalea,0
Trioza_hebicola-SV335_Sulfuritalea,-9.542783540068072,-9.518100480353633,Trioza_hebicola,SV335_Sulfuritalea,0
Trioza_vitreoradiata-SV335_Sulfuritalea,-8.418165092821164,-8.393466617385512,Trioza_vitreoradiata,SV335_Sulfuritalea,0
Trioza_fasciata-SV335_Sulfuritalea,-12.66970199027674,-12.64397386509135,Trioza_fasciata,SV335_Sulfuritalea,0
Trioza_irregularis-SV335_Sulfuritalea,-11.631413077835523,-11.608510274183397,Trioza_irregularis,SV335_Sulfuritalea,0
Trioza_sp_C-SV335_Sulfuritalea,-11.593596766665238,-11.571492757349953,Trioza_sp_C,SV335_Sulfuritalea,0
Trioza_panacis-SV335_Sulfuritalea,-11.878231735143062,-11.853268144567,Trioza_panacis,SV335_Sulfuritalea,0
Trioza_PRICES_VALLEY-SV335_Sulfuritalea,-17.55100498920303,-17.52031673045815,Trioza_PRICES_VALLEY,SV335_Sulfuritalea,1
Trioza_adventicia-SV336_Sulfuritalea,-33.3333636513521,-33.298043532002964,Trioza_adventicia,SV336_Sulfuritalea,1
Trioza_BRENDA_MAY-SV336_Sulfuritalea,-10.549665956155739,-10.53079573777607,Trioza_BRENDA_MAY,SV336_Sulfuritalea,0
Trioza_subacuta-SV336_Sulfuritalea,-10.700658891195106,-10.681654196739196,Trioza_subacuta,SV336_Sulfuritalea,0
Trioza_subvexa-SV336_Sulfuritalea,-10.687604748203988,-10.664646344727087,Trioza_subvexa,SV336_Sulfuritalea,0
Trioza_OMAHUTA-SV336_Sulfuritalea,-10.310023983687326,-10.292391619704736,Trioza_OMAHUTA,SV336_Sulfuritalea,0
Trioza_sp_B-SV336_Sulfuritalea,-10.62290612252658,-10.603122651007894,Trioza_sp_B,SV336_Sulfuritalea,0
Trioza_compressa-SV336_Sulfuritalea,-10.402216938639453,-10.382413490073379,Trioza_compressa,SV336_Sulfuritalea,0
Trioza_bifida-SV336_Sulfuritalea,-10.79897833241934,-10.771408656465498,Trioza_bifida,SV336_Sulfuritalea,0
Trioza_gourlayi-SV336_Sulfuritalea,-11.302922731858738,-11.268319413588495,Trioza_gourlayi,SV336_Sulfuritalea,0
Trioza_acuta-SV336_Sulfuritalea,-10.843862112615241,-10.82073917091692,Trioza_acuta,SV336_Sulfuritalea,0
Trioza_decurvata-SV336_Sulfuritalea,-11.311155482466923,-11.29004005704823,Trioza_decurvata,SV336_Sulfuritalea,0
Trioza_colorata-SV336_Sulfuritalea,-12.076468186166418,-12.054852702148079,Trioza_colorata,SV336_Sulfuritalea,0
Trioza_dacrydii-SV336_Sulfuritalea,-12.70954844445673,-12.681126134123344,Trioza_dacrydii,SV336_Sulfuritalea,0
Trioza_obscura-SV336_Sulfuritalea,-14.156970236733235,-14.136269422105146,Trioza_obscura,SV336_Sulfuritalea,1
Trioza_FORTROSE-SV336_Sulfuritalea,-11.527645321610594,-11.500042407290408,Trioza_FORTROSE,SV336_Sulfuritalea,0
Trioza_discariae-SV336_Sulfuritalea,-10.291243052761669,-10.26205365365826,Trioza_discariae,SV336_Sulfuritalea,0
Trioza_emarginata-SV336_Sulfuritalea,-10.18364600073783,-10.163342709902441,Trioza_emarginata,SV336_Sulfuritalea,0
Trioza_sp_A-SV336_Sulfuritalea,-9.042904147342226,-9.020908961547645,Trioza_sp_A,SV336_Sulfuritalea,0
Trioza_vitreoradiata-SV336_Sulfuritalea,-8.733880507871875,-8.708755198126031,Trioza_vitreoradiata,SV336_Sulfuritalea,0
Trioza_sp_D-SV336_Sulfuritalea,-9.261036308953528,-9.23426852527898,Trioza_sp_D,SV336_Sulfuritalea,0
Trioza_fasciata-SV336_Sulfuritalea,-12.570027636355658,-12.54503460609854,Trioza_fasciata,SV336_Sulfuritalea,0
Trioza_irregularis-SV336_Sulfuritalea,-11.377839079062424,-11.355116462238168,Trioza_irregularis,SV336_Sulfuritalea,0
Trioza_sp_C-SV336_Sulfuritalea,-11.38456455590676,-11.361026309334898,Trioza_sp_C,SV336_Sulfuritalea,0
Trioza_panacis-SV336_Sulfuritalea,-11.496832000536577,-11.469678911422877,Trioza_panacis,SV336_Sulfuritalea,0
Trioza_PRICES_VALLEY-SV336_Sulfuritalea,-17.521183103792236,-17.486209069341943,Trioza_PRICES_VALLEY,SV336_Sulfuritalea,1
Trioza_bifida-SV337_Rhodanobacter,-11.820252252977747,-11.78502561118114,Trioza_bifida,SV337_Rhodanobacter,0
Trioza_bifida-SV338_Stenotrophomonas,-10.740338818117847,-10.713939852033592,Trioza_bifida,SV338_Stenotrophomonas,0
Trioza_acuta_B-SV341_Stenotrophomonas,-10.922108321068757,-10.89499295734992,Trioza_acuta_B,SV341_Stenotrophomonas,0
Trioza_fasciata-SV341_Stenotrophomonas,-12.298513517247342,-12.27014138120582,Trioza_fasciata,SV341_Stenotrophomonas,0
Trioza_OMAHUTA-SV342_Stenotrophomonas,-10.81256479648659,-10.7873516981988,Trioza_OMAHUTA,SV342_Stenotrophomonas,0
Trioza_sp_D-SV342_Stenotrophomonas,-9.108106429959468,-9.078042800401615,Trioza_sp_D,SV342_Stenotrophomonas,0
Trioza_irregularis-SV342_Stenotrophomonas,-10.769864380919945,-10.744752677139958,Trioza_irregularis,SV342_Stenotrophomonas,0
Trioza_vitreoradiata-SV343_Stenotrophomonas,-8.758233752472028,-8.731581523398038,Trioza_vitreoradiata,SV343_Stenotrophomonas,0
Trioza_sp_A-SV344_o__RBG_13_54_9,-13.215611038367342,-13.128109234084649,Trioza_sp_A,SV344_o__RBG_13_54_9,0
Trioza_decurvata-SV345_Nitrospira,-12.908515698485548,-12.813658446872829,Trioza_decurvata,SV345_Nitrospira,0
Trioza_vitreoradiata-SV345_Nitrospira,-13.324132154259729,-13.221867972157751,Trioza_vitreoradiata,SV345_Nitrospira,0
Trioza_fasciata-SV345_Nitrospira,-16.304088103657744,-16.18245789453946,Trioza_fasciata,SV345_Nitrospira,1
Trioza_irregularis-SV345_Nitrospira,-12.496484590657666,-12.42168603996256,Trioza_irregularis,SV345_Nitrospira,0
Trioza_sp_C-SV345_Nitrospira,-12.868124667671925,-12.732949691436097,Trioza_sp_C,SV345_Nitrospira,0
Trioza_PRICES_VALLEY-SV345_Nitrospira,-19.382086309589486,-19.219157669982778,Trioza_PRICES_VALLEY,SV345_Nitrospira,1
Trioza_PRICES_VALLEY-SV347_d__Bacteria,-18.342958384307053,-18.28707180326861,Trioza_PRICES_VALLEY,SV347_d__Bacteria,1
Trioza_sp_D-SV349_f__Anaerococcus,-9.994250241855386,-9.947657043642097,Trioza_sp_D,SV349_f__Anaerococcus,0
Trioza_dacrydii-SV351_f__Anaerococcus,-14.065931869228933,-14.008630064702732,Trioza_dacrydii,SV351_f__Anaerococcus,0
Trioza_discariae-SV351_f__Anaerococcus,-11.426866803049156,-11.378346366016169,Trioza_discariae,SV351_f__Anaerococcus,0
Trioza_emarginata-SV351_f__Anaerococcus,-11.617886326497533,-11.559563675937405,Trioza_emarginata,SV351_f__Anaerococcus,0
Trioza_sp_D-SV351_f__Anaerococcus,-10.076637339021488,-10.02673030319285,Trioza_sp_D,SV351_f__Anaerococcus,0
Trioza_irregularis-SV352_f__Finegoldia,-10.399784328736123,-10.354458572425466,Trioza_irregularis,SV352_f__Finegoldia,0
Trioza_sp_D-SV359_Spiroplasma,-9.946169627229196,-9.876554997849208,Trioza_sp_D,SV359_Spiroplasma,0
Trioza_bifida-SV360_Mycoplasma,-10.250737837339067,-10.219038712568526,Trioza_bifida,SV360_Mycoplasma,0
Trioza_colorata-SV360_Mycoplasma,-11.515504296606487,-11.473070637753242,Trioza_colorata,SV360_Mycoplasma,0
Trioza_bifida-SV365_Mycoplasma,-11.065337192470531,-11.029482136044097,Trioza_bifida,SV365_Mycoplasma,0
Trioza_bifida-SV366_Mycoplasma,-10.91841284469449,-10.884792690105058,Trioza_bifida,SV366_Mycoplasma,0
Trioza_colorata-SV366_Mycoplasma,-11.857640735716432,-11.805216012113881,Trioza_colorata,SV366_Mycoplasma,0
Trioza_colorata-SV367_Mycoplasma,-11.791924716162324,-11.729498347882634,Trioza_colorata,SV367_Mycoplasma,0
Trioza_bifida-SV368_Mycoplasma,-10.884483899636441,-10.841750931156657,Trioza_bifida,SV368_Mycoplasma,0
Trioza_bifida-SV373_Mycoplasma,-10.959541274676658,-10.922091983088972,Trioza_bifida,SV373_Mycoplasma,0
Trioza_bifida-SV374_Mycoplasma,-11.120345534160773,-11.082991857443362,Trioza_bifida,SV374_Mycoplasma,0
Trioza_colorata-SV375_Mycoplasma,-11.708727076030677,-11.646524138268784,Trioza_colorata,SV375_Mycoplasma,0
Trioza_panacis-SV375_Mycoplasma,-11.43546715276336,-11.38400780749115,Trioza_panacis,SV375_Mycoplasma,0
Trioza_panacis-SV377_Mycoplasma,-11.176070800895097,-11.13474701179397,Trioza_panacis,SV377_Mycoplasma,0
Trioza_bifida-SV379_Mycoplasma,-10.912679908588172,-10.870866786009987,Trioza_bifida,SV379_Mycoplasma,0
Trioza_colorata-SV379_Mycoplasma,-11.656885227882995,-11.595110079843497,Trioza_colorata,SV379_Mycoplasma,0
Trioza_vitreoradiata-SV380_Candidatus_Phytoplasma,-14.292700194008754,-14.192456723440417,Trioza_vitreoradiata,SV380_Candidatus_Phytoplasma,1
Trioza_gourlayi-SV381_Candidatus_Phytoplasma,-11.199803065529373,-11.097695307689063,Trioza_gourlayi,SV381_Candidatus_Phytoplasma,0
Trioza_FORTROSE-SV382_Candidatus_Phytoplasma,-14.654561623843255,-14.578854015803302,Trioza_FORTROSE,SV382_Candidatus_Phytoplasma,1
Trioza_irregularis-SV383_Candidatus_Phytoplasma,-11.389405322076973,-11.347881892508012,Trioza_irregularis,SV383_Candidatus_Phytoplasma,0
Trioza_bifida-SV384_Dolosigranulum,-10.756589932279889,-10.697930706546142,Trioza_bifida,SV384_Dolosigranulum,0
Trioza_decurvata-SV384_Dolosigranulum,-11.281830663662435,-11.242025573556168,Trioza_decurvata,SV384_Dolosigranulum,0
Trioza_sp_D-SV384_Dolosigranulum,-10.375935553171047,-10.334085059155653,Trioza_sp_D,SV384_Dolosigranulum,0
Trioza_subvexa-SV387_Lactobacillus,-9.843964683905643,-9.81559757320277,Trioza_subvexa,SV387_Lactobacillus,0
Trioza_dacrydii-SV387_Lactobacillus,-11.433360692186874,-11.38150474841859,Trioza_dacrydii,SV387_Lactobacillus,0
Trioza_obscura-SV387_Lactobacillus,-15.15183882980068,-15.119729788057846,Trioza_obscura,SV387_Lactobacillus,1
Trioza_irregularis-SV387_Lactobacillus,-11.263924330298142,-11.223503997249724,Trioza_irregularis,SV387_Lactobacillus,0
Trioza_subvexa-SV388_Lactobacillus,-9.82090971236068,-9.7915470622401,Trioza_subvexa,SV388_Lactobacillus,0
Trioza_obscura-SV388_Lactobacillus,-15.150564947491683,-15.118841476616007,Trioza_obscura,SV388_Lactobacillus,1
Trioza_irregularis-SV388_Lactobacillus,-11.256565933963373,-11.2148569258132,Trioza_irregularis,SV388_Lactobacillus,0
Trioza_fasciata-SV389_Weissella,-13.343960323107996,-13.308990215814795,Trioza_fasciata,SV389_Weissella,0
Trioza_sp_D-SV390_Granulicatella,-10.274374463778111,-10.236891109975943,Trioza_sp_D,SV390_Granulicatella,0
Trioza_obscura-SV394_Streptococcus,-15.074792910581303,-15.03575134147792,Trioza_obscura,SV394_Streptococcus,1
Trioza_MASSEY-SV400_Streptococcus,-17.12119455748299,-17.075400528104815,Trioza_MASSEY,SV400_Streptococcus,1
Trioza_curta-SV402_Streptococcus,-33.22792723848943,-33.17113874626534,Trioza_curta,SV402_Streptococcus,1
Trioza_subvexa-SV402_Streptococcus,-10.044054989215342,-10.013295045889006,Trioza_subvexa,SV402_Streptococcus,0
Trioza_sp_B-SV402_Streptococcus,-10.656973375857097,-10.62153373719778,Trioza_sp_B,SV402_Streptococcus,0
Trioza_obscura-SV402_Streptococcus,-15.538459383026701,-15.502513353706124,Trioza_obscura,SV402_Streptococcus,1
Trioza_emarginata-SV402_Streptococcus,-10.378297534284494,-10.347915561341848,Trioza_emarginata,SV402_Streptococcus,0
Trioza_sp_A-SV402_Streptococcus,-10.476159591794007,-10.433927899852664,Trioza_sp_A,SV402_Streptococcus,0
Trioza_vitreoradiata-SV402_Streptococcus,-10.751102471307528,-10.698715205276162,Trioza_vitreoradiata,SV402_Streptococcus,0
Trioza_sp_D-SV402_Streptococcus,-10.223938690488575,-10.183477729213626,Trioza_sp_D,SV402_Streptococcus,0
Trioza_irregularis-SV402_Streptococcus,-11.276414731513725,-11.24278396651717,Trioza_irregularis,SV402_Streptococcus,0
Trioza_adventicia-SV406_f__Bacillaceae,-34.95885231515938,-34.8818505300364,Trioza_adventicia,SV406_f__Bacillaceae,1
Trioza_discariae-SV411_Staphylococcus,-13.567196199322973,-13.498890994618371,Trioza_discariae,SV411_Staphylococcus,0
Trioza_curta-SV412_Staphylococcus,-36.12263805374447,-36.03157570171708,Trioza_curta,SV412_Staphylococcus,1
Trioza_OMAHUTA-SV412_Staphylococcus,-10.884837995038346,-10.819090870601865,Trioza_OMAHUTA,SV412_Staphylococcus,0
Trioza_vitreoradiata-SV414_Staphylococcus,-10.761314048023896,-10.705343384112851,Trioza_vitreoradiata,SV414_Staphylococcus,0
Trioza_sp_D-SV414_Staphylococcus,-10.765874883911598,-10.722735664474913,Trioza_sp_D,SV414_Staphylococcus,0
Trioza_BRENDA_MAY-SV416_Staphylococcus,-10.989719652318097,-10.943626396130583,Trioza_BRENDA_MAY,SV416_Staphylococcus,0
Trioza_subacuta-SV416_Staphylococcus,-10.560051232433063,-10.524237672257321,Trioza_subacuta,SV416_Staphylococcus,0
Trioza_subvexa-SV416_Staphylococcus,-10.127798430876448,-10.083237188676684,Trioza_subvexa,SV416_Staphylococcus,0
Trioza_OMAHUTA-SV416_Staphylococcus,-10.98886075784028,-10.91732667221284,Trioza_OMAHUTA,SV416_Staphylococcus,0
Trioza_bifida-SV416_Staphylococcus,-11.733054986105508,-11.662660007563145,Trioza_bifida,SV416_Staphylococcus,0
Trioza_FORTROSE-SV416_Staphylococcus,-12.819902537934484,-12.755170558775742,Trioza_FORTROSE,SV416_Staphylococcus,0
Trioza_discariae-SV416_Staphylococcus,-13.910185385379622,-13.83470628619838,Trioza_discariae,SV416_Staphylococcus,0
Trioza_sp_D-SV416_Staphylococcus,-11.142122494603427,-11.091644775066483,Trioza_sp_D,SV416_Staphylococcus,0
Trioza_fasciata-SV416_Staphylococcus,-13.93520751663457,-13.889309921453764,Trioza_fasciata,SV416_Staphylococcus,0
Trioza_irregularis-SV416_Staphylococcus,-11.383780274093253,-11.343334193475679,Trioza_irregularis,SV416_Staphylococcus,0
Trioza_PRICES_VALLEY-SV416_Staphylococcus,-17.609882426931364,-17.547484686664195,Trioza_PRICES_VALLEY,SV416_Staphylococcus,1
Trioza_bifida-SV419_Staphylococcus,-11.108420554913259,-11.027748012627349,Trioza_bifida,SV419_Staphylococcus,0
Trioza_obscura-SV419_Staphylococcus,-15.601416251552667,-15.559756635980442,Trioza_obscura,SV419_Staphylococcus,1
Trioza_sp_D-SV423_Gemella,-10.6005586109881,-10.558804426611001,Trioza_sp_D,SV423_Gemella,0
Trioza_PRICES_VALLEY-SV424_Gemella,-17.0037709949442,-16.949393795649186,Trioza_PRICES_VALLEY,SV424_Gemella,1
Trioza_emarginata-SV425_Veillonella,-11.09639200392807,-11.050948919875777,Trioza_emarginata,SV425_Veillonella,0
Trioza_BRENDA_MAY-SV430_o__Solirubrobacterales,-10.867429117136036,-10.829222154355229,Trioza_BRENDA_MAY,SV430_o__Solirubrobacterales,0
Trioza_doryphora-SV430_o__Solirubrobacterales,-11.331015341743985,-11.28724728371092,Trioza_doryphora,SV430_o__Solirubrobacterales,0
Trioza_bifida-SV430_o__Solirubrobacterales,-12.21437307711673,-12.163811137210818,Trioza_bifida,SV430_o__Solirubrobacterales,0
Trioza_acuta-SV430_o__Solirubrobacterales,-13.948347934094759,-13.896488549331524,Trioza_acuta,SV430_o__Solirubrobacterales,0
Trioza_decurvata-SV430_o__Solirubrobacterales,-13.005628117102571,-12.956129613383792,Trioza_decurvata,SV430_o__Solirubrobacterales,0
Trioza_discariae-SV430_o__Solirubrobacterales,-11.871406880990557,-11.824438052906363,Trioza_discariae,SV430_o__Solirubrobacterales,0
Trioza_vitreoradiata-SV430_o__Solirubrobacterales,-9.60764788458231,-9.550525599995801,Trioza_vitreoradiata,SV430_o__Solirubrobacterales,0
Trioza_fasciata-SV430_o__Solirubrobacterales,-12.270698777731619,-12.218018183093562,Trioza_fasciata,SV430_o__Solirubrobacterales,0
Trioza_irregularis-SV430_o__Solirubrobacterales,-9.830300973311658,-9.782992448116275,Trioza_irregularis,SV430_o__Solirubrobacterales,0
Trioza_sp_C-SV430_o__Solirubrobacterales,-10.156979058026533,-10.11222728693655,Trioza_sp_C,SV430_o__Solirubrobacterales,0
Trioza_panacis-SV430_o__Solirubrobacterales,-10.546029309004926,-10.492077509499119,Trioza_panacis,SV430_o__Solirubrobacterales,0
Trioza_PRICES_VALLEY-SV430_o__Solirubrobacterales,-18.932348152460968,-18.880282982157283,Trioza_PRICES_VALLEY,SV430_o__Solirubrobacterales,1
Trioza_curta-SV431_f__Sporichthyaceae,-34.38970842718187,-34.32343197152402,Trioza_curta,SV431_f__Sporichthyaceae,1
Trioza_BRENDA_MAY-SV431_f__Sporichthyaceae,-10.445597404180413,-10.41034723017364,Trioza_BRENDA_MAY,SV431_f__Sporichthyaceae,0
Trioza_doryphora-SV431_f__Sporichthyaceae,-10.634492240506288,-10.594611193348621,Trioza_doryphora,SV431_f__Sporichthyaceae,0
Trioza_subvexa-SV431_f__Sporichthyaceae,-10.713538967619801,-10.680818677618477,Trioza_subvexa,SV431_f__Sporichthyaceae,0
Trioza_sp_B-SV431_f__Sporichthyaceae,-11.19417705193707,-11.152445810784842,Trioza_sp_B,SV431_f__Sporichthyaceae,0
Trioza_bifida-SV431_f__Sporichthyaceae,-11.931509233910946,-11.886775750827075,Trioza_bifida,SV431_f__Sporichthyaceae,0
Trioza_colorata-SV431_f__Sporichthyaceae,-12.639745115738293,-12.588937047187363,Trioza_colorata,SV431_f__Sporichthyaceae,0
Trioza_discariae-SV431_f__Sporichthyaceae,-12.765691204919188,-12.719698160249063,Trioza_discariae,SV431_f__Sporichthyaceae,0
Trioza_hebicola-SV431_f__Sporichthyaceae,-10.775565626233586,-10.74233408939971,Trioza_hebicola,SV431_f__Sporichthyaceae,0
Trioza_sp_A-SV431_f__Sporichthyaceae,-9.860193220168911,-9.826415806557977,Trioza_sp_A,SV431_f__Sporichthyaceae,0
Trioza_vitreoradiata-SV431_f__Sporichthyaceae,-9.52407720615368,-9.47919823929322,Trioza_vitreoradiata,SV431_f__Sporichthyaceae,0
Trioza_sp_D-SV431_f__Sporichthyaceae,-10.218332534470065,-10.182791357673239,Trioza_sp_D,SV431_f__Sporichthyaceae,0
Trioza_fasciata-SV431_f__Sporichthyaceae,-12.647899249812317,-12.605257358669864,Trioza_fasciata,SV431_f__Sporichthyaceae,0
Trioza_irregularis-SV431_f__Sporichthyaceae,-10.487097934462728,-10.45034718516732,Trioza_irregularis,SV431_f__Sporichthyaceae,0
Trioza_sp_C-SV431_f__Sporichthyaceae,-10.805907453490862,-10.769375347680937,Trioza_sp_C,SV431_f__Sporichthyaceae,0
Trioza_panacis-SV431_f__Sporichthyaceae,-11.301840527646688,-11.253236839197534,Trioza_panacis,SV431_f__Sporichthyaceae,0
Trioza_PRICES_VALLEY-SV431_f__Sporichthyaceae,-18.18207100189306,-18.119142506229636,Trioza_PRICES_VALLEY,SV431_f__Sporichthyaceae,1
Trioza_dacrydii-SV432_f__Sporichthyaceae,-13.123513655005457,-13.072624053624232,Trioza_dacrydii,SV432_f__Sporichthyaceae,0
Trioza_FORTROSE-SV432_f__Sporichthyaceae,-12.126643121994508,-12.092632916576951,Trioza_FORTROSE,SV432_f__Sporichthyaceae,0
Trioza_curta-SV434_Cutibacterium,-35.016726015203304,-34.95039952841242,Trioza_curta,SV434_Cutibacterium,1
Trioza_sp_B-SV434_Cutibacterium,-11.461737372871365,-11.423227975937168,Trioza_sp_B,SV434_Cutibacterium,0
Trioza_bifida-SV434_Cutibacterium,-12.333099349481936,-12.294930335581983,Trioza_bifida,SV434_Cutibacterium,0
Trioza_acuta-SV434_Cutibacterium,-12.867979390769092,-12.830633559903264,Trioza_acuta,SV434_Cutibacterium,0
Trioza_discariae-SV434_Cutibacterium,-12.660829520399986,-12.613848018223946,Trioza_discariae,SV434_Cutibacterium,0
Trioza_sp_A-SV434_Cutibacterium,-9.484731314587915,-9.450860194749808,Trioza_sp_A,SV434_Cutibacterium,0
Trioza_sp_D-SV434_Cutibacterium,-9.859287800784161,-9.825509505385112,Trioza_sp_D,SV434_Cutibacterium,0
Trioza_panacis-SV434_Cutibacterium,-11.392319430251213,-11.342231389433232,Trioza_panacis,SV434_Cutibacterium,0
Trioza_PRICES_VALLEY-SV434_Cutibacterium,-18.347466987847408,-18.293533846272723,Trioza_PRICES_VALLEY,SV434_Cutibacterium,1
Trioza_obscura-SV435_f__Propionibacteriaceae,-14.84486537379453,-14.799421586578523,Trioza_obscura,SV435_f__Propionibacteriaceae,1
Trioza_sp_A-SV435_f__Propionibacteriaceae,-9.731128777016641,-9.695070173480994,Trioza_sp_A,SV435_f__Propionibacteriaceae,0
Trioza_sp_D-SV435_f__Propionibacteriaceae,-10.00304366034528,-9.96677373656184,Trioza_sp_D,SV435_f__Propionibacteriaceae,0
Trioza_doryphora-SV437_f__Microbacteriaceae,-10.553913768828567,-10.515976297960764,Trioza_doryphora,SV437_f__Microbacteriaceae,0
Trioza_fasciata-SV437_f__Microbacteriaceae,-12.692311807761326,-12.652877383967231,Trioza_fasciata,SV437_f__Microbacteriaceae,0
Trioza_irregularis-SV437_f__Microbacteriaceae,-10.35226582407671,-10.319799742793704,Trioza_irregularis,SV437_f__Microbacteriaceae,0
Trioza_PRICES_VALLEY-SV437_f__Microbacteriaceae,-17.903534193891016,-17.84898475213726,Trioza_PRICES_VALLEY,SV437_f__Microbacteriaceae,1
Trioza_fasciata-SV438_f__Microbacteriaceae,-12.61197857983988,-12.57393624242531,Trioza_fasciata,SV438_f__Microbacteriaceae,0
Trioza_sp_D-SV439_Rothia,-9.980583573515702,-9.949613450456251,Trioza_sp_D,SV439_Rothia,0
Trioza_sp_D-SV440_f__Micrococcaceae,-10.070767595507242,-10.037757557173393,Trioza_sp_D,SV440_f__Micrococcaceae,0
Trioza_fasciata-SV440_f__Micrococcaceae,-12.636529527819722,-12.599487878711006,Trioza_fasciata,SV440_f__Micrococcaceae,0
Trioza_sp_D-SV442_Lawsonella,-10.057697174567377,-10.024909751930005,Trioza_sp_D,SV442_Lawsonella,0
Trioza_adventicia-SV443_Lawsonella,-34.07014859936426,-34.01634987509795,Trioza_adventicia,SV443_Lawsonella,1
Trioza_discariae-SV443_Lawsonella,-12.89655429192239,-12.848099633666516,Trioza_discariae,SV443_Lawsonella,0
Trioza_sp_A-SV443_Lawsonella,-9.955193859885986,-9.918347988941676,Trioza_sp_A,SV443_Lawsonella,0
Trioza_sp_D-SV443_Lawsonella,-10.10819014739825,-10.07453189393103,Trioza_sp_D,SV443_Lawsonella,0
Trioza_PRICES_VALLEY-SV443_Lawsonella,-17.847089478142962,-17.787944832454997,Trioza_PRICES_VALLEY,SV443_Lawsonella,1
Trioza_bifida-SV444_Corynebacterium,-11.72541797320704,-11.684543551584643,Trioza_bifida,SV444_Corynebacterium,0
Trioza_FORTROSE-SV444_Corynebacterium,-11.727029045607933,-11.687933270825392,Trioza_FORTROSE,SV444_Corynebacterium,0
Trioza_sp_D-SV444_Corynebacterium,-10.206781950721263,-10.172121251426782,Trioza_sp_D,SV444_Corynebacterium,0
Trioza_curta-SV445_Corynebacterium,-34.29579999377627,-34.24334467547636,Trioza_curta,SV445_Corynebacterium,1
Trioza_bifida-SV445_Corynebacterium,-11.955073966831153,-11.913645466258638,Trioza_bifida,SV445_Corynebacterium,0
Trioza_sp_D-SV451_Rhodococcus,-10.130431172122167,-10.091947648884087,Trioza_sp_D,SV451_Rhodococcus,0
Trioza_doryphora-SV457_Leptospira,-12.33844166095933,-12.286015723834485,Trioza_doryphora,SV457_Leptospira,0
Trioza_bifida-SV457_Leptospira,-12.467455894856695,-12.417046951180488,Trioza_bifida,SV457_Leptospira,0
Trioza_acuta-SV457_Leptospira,-13.428626506933822,-13.381075210319018,Trioza_acuta,SV457_Leptospira,0
Trioza_acuta_B-SV457_Leptospira,-13.941334945503398,-13.886803251751106,Trioza_acuta_B,SV457_Leptospira,0
Trioza_discariae-SV457_Leptospira,-11.516891676923395,-11.477124434386901,Trioza_discariae,SV457_Leptospira,0
Trioza_hebicola-SV457_Leptospira,-9.922682679145245,-9.883472127955692,Trioza_hebicola,SV457_Leptospira,0
Trioza_vitreoradiata-SV457_Leptospira,-8.928946461644763,-8.88625347130485,Trioza_vitreoradiata,SV457_Leptospira,0
Trioza_sp_D-SV457_Leptospira,-9.48632783874891,-9.432165852187909,Trioza_sp_D,SV457_Leptospira,0
Trioza_fasciata-SV457_Leptospira,-12.62431276490543,-12.550731704182155,Trioza_fasciata,SV457_Leptospira,0
Trioza_irregularis-SV457_Leptospira,-10.517133945005533,-10.471233104317749,Trioza_irregularis,SV457_Leptospira,0
Trioza_sp_C-SV457_Leptospira,-10.549470339137413,-10.509780471425401,Trioza_sp_C,SV457_Leptospira,0
Trioza_panacis-SV457_Leptospira,-11.322869977554772,-11.271062425730499,Trioza_panacis,SV457_Leptospira,0
Trioza_PRICES_VALLEY-SV457_Leptospira,-19.954328539192872,-19.866078682399046,Trioza_PRICES_VALLEY,SV457_Leptospira,1
Trioza_bifida-SV458_Granulicella,-13.235146650587353,-13.130062395689842,Trioza_bifida,SV458_Granulicella,0
Trioza_dacrydii-SV459_Terriglobus,-14.841291883916591,-14.756001780105526,Trioza_dacrydii,SV459_Terriglobus,1
